scene,preposition,ground,f1,f2,weight,parity,weak,lhs,rhs
compsvi3,over,mug,pencil,pear,1,False,False,"[1.1372995457254493, -0.4993979062073109, -0.4495031203312162, -0.9059561524155018, -0.6943065166862483, 1.8044619555084103, -0.4006176982175255, -0.4660006979035654, 0.20477252368801033, 0.777097086074642]","[-0.6282480394372745, -0.602573893987224, -0.23216432722992095, -0.9059561524155018, -0.7313807699966368, -0.26148853626115853, -0.39920060629627246, -0.8964999462487252, -0.8290820617680997, 1.1099734573866893]"
compsvi36,over,mug,pencil,table,1,False,False,"[1.1374475115454838, -0.4993979062073109, -0.4495031203312162, -0.9059561524155018, -0.6943065166862483, 1.8043674666534697, -0.4006176982175255, -0.4660016534436363, 0.20477636236937302, 0.7767120513239466]","[-0.6282480394372745, -0.5410823328571932, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570430989931644, -0.3973835918288406, 1.4779347335894955, -0.8412652926692705, -0.8035328959355058]"
compsvi36,over,mug,pencil,pear,1,False,False,"[1.1374475115454838, -0.4993979062073109, -0.4495031203312162, -0.9059561524155018, -0.6943065166862483, 1.8043674666534697, -0.4006176982175255, -0.4660016534436363, 0.20477636236937302, 0.7767120513239466]","[-0.6282480394372745, -0.602573893987224, -0.23216432722992095, -0.9059561524155018, -0.7313807699966368, -0.26483755419434696, -0.39920060445248806, -0.8970049061768655, -0.8307276324930779, 1.1099734573866893]"
compsvi45,over,mug,cup,table,1,False,False,"[-0.6282480394372745, -0.602573893987224, -0.26640419251564684, 0.05759642108849745, -0.7014955397738679, 0.01936979345802529, -0.39917283152848154, -0.31386175778822617, -0.4993080954297199, -0.00016522201512359362]","[-0.6282480394372745, -0.5410777919455153, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570428063464443, -0.397362976475769, 1.4779347335894955, -0.8403637783512053, -0.7979328584507431]"
compsvi45,over,mug,cup,pencil,1,False,False,"[-0.6282480394372745, -0.602573893987224, -0.26640419251564684, 0.05759642108849745, -0.7014955397738679, 0.01936979345802529, -0.39917283152848154, -0.31386175778822617, -0.4993080954297199, -0.00016522201512359362]","[1.1352231691164998, -0.49755819246132116, -0.4495031203312162, -0.9059561524155018, -0.6943065166862483, 1.8356447463774235, -0.40063110050175255, -0.436852664697385, 0.22393905973271883, 0.7945467881406945]"
compsvi46,over,bowl,pencil,ball,1,False,False,"[1.6837178985981087, -0.602573893987224, 0.6105938269526342, 0.7405245542059091, -0.7484621051199398, 0.24913280976760094, -0.40111623428023124, 0.574265916601986, 0.44153183377483207, 1.8432595489531811]","[-0.05199746527976937, -0.5893852876880554, -0.05551769862119792, -0.5614577057452173, -0.7484621051199398, 0.0799053757614312, -0.39950818087397977, -0.817084537968171, -0.5798443501750623, 1.1811230152271501]"
compsvi46,over,bowl,pencil,table,1,False,False,"[1.6837178985981087, -0.602573893987224, 0.6105938269526342, 0.7405245542059091, -0.7484621051199398, 0.24913280976760094, -0.40111623428023124, 0.574265916601986, 0.44153183377483207, 1.8432595489531811]","[-0.6282480394372745, -0.47343335408452614, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3569196137454828, -0.4011621133511566, 1.4779347335894955, -0.8229110455926996, -0.8043625404104732]"
compsvinew1,over,plate,cube,table,1,False,False,"[1.6837088819309503, -0.6025087611129639, 3.048815686243471, 0.20289826438651715, -0.7484621051199398, 0.49296399262890556, -0.38669885954503, -0.8255476369331674, 1.5231088579503727, 1.1138850755430465]","[-0.6282480394372745, -0.5387277969117628, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3570104571224837, -0.38366456019687173, 1.4779347335894955, -0.6693504036774585, -0.8044724737579549]"
compsvinew1,over,plate,cube,pencil,1,False,False,"[1.6837088819309503, -0.6025087611129639, 3.048815686243471, 0.20289826438651715, -0.7484621051199398, 0.49296399262890556, -0.38669885954503, -0.8255476369331674, 1.5231088579503727, 1.1138850755430465]","[-0.6282480394372745, -0.602573893987224, 2.147733420984951, -0.9059561524155018, -0.20690622078302562, 1.9205446960698391, -0.38730802562015504, -0.5714271061154047, 0.32099939823961804, 0.24096050291216473]"
compsvo12v,over,board,book,table,2,False,False,"[1.6837178985981087, -0.602573893987224, 0.059073931870723816, 1.2668873226303095, -0.7484621051199398, -0.3043737473355636, 0.0052006820336879525, -0.30707598997509555, 1.2289103989608898, 1.4540743024232134]","[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.803563545317452]"
compsvo12v,over,board,book,clock,2,False,False,"[1.6837178985981087, -0.602573893987224, 0.059073931870723816, 1.2668873226303095, -0.7484621051199398, -0.3043737473355636, 0.0052006820336879525, -0.30707598997509555, 1.2289103989608898, 1.4540743024232134]","[1.6278591831590172, -0.602573893987224, 6.368591495550767, -0.9059561524155018, -0.7484621051199398, 3.7254551365956585, 4.522274188425759, -0.8686972226859928, 1.1245541666887242, 1.600237400416655]"
compsvo14a,over,table,book,box,2,False,False,"[1.6837178985981087, 0.365611169588937, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.39400363453675613, -0.5915794462095997, 1.5231088579503727, 0.7665001550310184]","[1.6834656631142688, -0.602573893987224, 0.2742871464651443, 1.1970436877083173, -0.7484621051199398, -0.35572738837878315, -0.3918550467942214, -0.7190958386713006, 1.5231088579503727, 1.3089297090789886]"
compsvo14v,over,board,book,jar,2,False,False,"[1.6837178985981087, -0.602573893987224, 0.059073931870723816, 1.2668873226303095, -0.7484621051199398, -0.3043737473355636, 0.0052006820336879525, -0.30707598997509555, 1.2289103989608898, 1.4123098511822174]","[-0.6278995561178445, -0.020700299750659467, -0.4495031203312162, -0.9059561524155018, -0.2949090192236393, -0.3570435486078057, 0.0074447519937493834, -0.910915443531762, -0.8760669938306926, -0.8034765626035956]"
compsvo14v,over,board,book,table,2,False,False,"[1.6837178985981087, -0.602573893987224, 0.059073931870723816, 1.2668873226303095, -0.7484621051199398, -0.3043737473355636, 0.0052006820336879525, -0.30707598997509555, 1.2289103989608898, 1.4123098511822174]","[-0.6282480394372745, -0.3738598912601141, -0.4495031203312162, -0.9059561524155018, 1.5294787923913085, -0.35704062860060704, 0.007615670805102298, 1.4779347335894955, -0.6474155785761722, -0.8048334981872176]"
compsvo16,over,table,balloon,book,3,False,False,"[-0.6282480394372745, 0.42808884095815125, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3742894927640308, -0.5229547082864197, 1.5231088579503727, -0.8053027946095308]","[1.6837178985981087, -0.602573893987224, 2.366598040816922, 1.2825381374108198, -0.7484621051199398, -0.3269864724984155, -0.394002367856892, -0.725068465772641, 1.5231088579503727, 1.3435526430308606]"
compsvo16a,over,table,balloon,book,2,False,False,"[-0.6282480394372745, -0.602573893987224, 0.20284734841869745, 0.902749068300511, -0.7484621051199398, -0.043078869931210344, 1.3743348498596004, -0.7940477807276111, 0.338477154402258, 1.8432595489531811]","[1.6837178985981087, -0.602573893987224, 2.366598040816922, 1.2825381374108198, -0.7484621051199398, -0.3269864724984155, -0.394002367856892, -0.725068465772641, 1.5231088579503727, 1.3494119250754073]"
compsvo18,over,table,book,box,1,False,False,"[1.6837178985981087, -0.602573893987224, 2.366598040816922, 1.2256736434374955, -0.7484621051199398, -0.33336929746134764, -0.39400264258076356, -0.7251589554173502, 1.5231088579503727, 1.349324191447777]","[-0.6282480394372745, -0.5321416879105415, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.2996010320439984, -0.3788240362074308, -0.9091269109263813, -0.8478608909951604, 0.969234637718072]"
compsvo19,over,table,book,box,1,False,False,"[1.6837178985981087, -0.602573893987224, 2.366598040816922, 1.2256736434374955, -0.7484621051199398, -0.33336929746134764, -0.39400264258076356, -0.7251589554173502, 1.5231088579503727, 1.3450310705310375]","[-0.6282480394372745, 0.017104987182035025, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.3570435486078057, -0.37824317037864297, -0.910915443531762, -0.8760669938306926, 0.9149904917845016]"
compsvo26,over,table,balloon,book,4,False,False,"[-0.6282480394372745, 0.42808884095815125, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3742894927640308, -0.5229547082864197, 1.5231088579503727, -0.8053027946095308]","[1.6837178985981087, -0.602573893987224, 1.328047938726526, 1.2825381374108198, -0.7484621051199398, -0.338950617040401, -0.3826486350074922, -0.7990444192005868, 0.568122668170964, 1.1845904999402692]"
compsvo68,over,table,balloon,box,2,False,False,"[-0.6282480394372745, 0.3607069849769543, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3743040586605753, -0.5344644273248075, 1.5231088579503727, -0.8053027946095308]","[-0.6282480394372745, -0.44516553437396306, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.35110029754796573, -0.38202158238016715, -0.9107303299310072, -0.8731482044729328, 0.943275747118521]"
compsvo68a,over,table,balloon,box,1,False,False,"[-0.6282480394372745, -0.602573893987224, 0.20284734841869745, 0.902749068300511, -0.7484621051199398, -0.043078869931210344, 1.3743348498596004, -0.7940477807276111, 0.338477154402258, 1.8432595489531811]","[-0.6282480394372745, -0.44516553437396306, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.35110029754796573, -0.38202158238016715, -0.9107303299310072, -0.8731482044729328, 0.9456960696021273]"
compsvo69a,over,table,balloon,box,3,False,False,"[-0.6282480394372745, -0.5946032346488692, 0.14549786896224368, 1.0595337643971656, -0.7484621051199398, -0.18319232941200267, 1.3743359561302237, -0.7984592703497009, 0.2926305832978181, 1.1811189630625032]","[-0.6282480394372745, 0.13407037610190933, -0.4495031203312162, -0.9059561524155018, -0.6046696576512788, -0.3570435486078057, -0.3774859650124462, -0.910915443531762, -0.8760669938306926, 0.5723295603112634]"
compsvu25,over,book,book (1),cube,3,False,False,"[0.9304840199180572, -0.602573893987224, -0.24541392984431806, -0.9059561524155018, -0.7484621051199398, 1.8456840648199522, -0.39942100121748353, 0.40859748462350254, 0.2033757235071033, 0.27094852559826654]","[-0.5805254558093608, -0.602573893987224, 1.2996562829561276, -0.9059561524155018, -0.4506063329919444, 4.376559231966772, -0.4005591409164964, -0.05793253294735792, 1.5105995550591864, 1.200524979353787]"
compsvu25,over,book,book (1),table,3,False,False,"[0.9304840199180572, -0.602573893987224, -0.24541392984431806, -0.9059561524155018, -0.7484621051199398, 1.8456840648199522, -0.39942100121748353, 0.40859748462350254, 0.2033757235071033, 0.27094852559826654]","[-0.6282480394372745, -0.12833103907127433, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35643824712810274, -0.3933557047389786, 1.4779347335894955, -0.7256067588851913, -0.8032106468780879]"
compsvula,over,lamp,pencil,bowl,1,False,False,"[0.27609755132892666, -0.602573893987224, 2.7307870218565733, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.10949358427851741, -0.4095177687756396, 0.8521421437740951, 0.6662722788578508]","[-0.6282480394372745, 1.5070900201563664, -0.4495031203312162, -0.9059561524155018, -0.7484621051199398, -0.3570435486078057, -0.12852586408768515, -0.910915443531762, -0.8760669938306926, -0.8037459947524914]"
compsvula,over,lamp,pencil,table,1,False,False,"[0.27609755132892666, -0.602573893987224, 2.7307870218565733, -0.9059561524155018, -0.7484621051199398, 3.1695669218104805, -0.10949358427851741, -0.4095177687756396, 0.8521421437740951, 0.6662722788578508]","[-0.6282480394372745, 0.02693708633154224, -0.4495031203312162, -0.9059561524155018, -0.2014566515761718, -0.3328079259554986, -0.12346817917482307, 1.4779347335894955, -0.7146486431409738, -0.8051076036230612]"
compsva12,above,book,pear,box,1,False,False,"[1.6837178985981087, -0.602573893987224, 2.4845704466035174, 1.2428633263776436, -0.7484621051199398, 0.8867377279507779, -0.3987052496553391, -0.3276174737631435, 1.3267094437125526, -0.6759038050766987]","[1.6509878592065292, -0.5712252268324237, -0.4495031203312162, 1.2692212394067948, -0.7484621051199398, -0.34557358567295404, -0.3997373282396083, 1.062287941446371, 0.2808844582450832, 0.7294273141541625]"
compsva12,above,book,pear,table,1,False,False,"[1.6837178985981087, -0.602573893987224, 2.4845704466035174, 1.2428633263776436, -0.7484621051199398, 0.8867377279507779, -0.3987052496553391, -0.3276174737631435, 1.3267094437125526, -0.6759038050766987]","[-0.6282480394372745, -0.44680998891780904, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.35651210901705166, -0.3946916426754439, 1.4779347335894955, -0.7260425691786673, -0.8039198524168236]"
compsva13,above,book,balloon,table,1,False,False,"[-0.6282480394372745, 1.2108034431575931, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3772712608516253, -0.910915443531762, -0.8760669938306926, -0.8053027946095308]","[-0.6282480394372745, -0.4431317918664132, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3568242574534793, -0.39468492761275836, 1.4779347335894955, -0.7256400834377724, -0.8047707881547586]"
compsva13,above,book,pear,table,1,False,False,"[1.6837178985981087, -0.602573893987224, 0.001892861481618648, 1.2693591808962448, -0.7484621051199398, -0.3115826986384105, -0.40050100289203355, -0.7433671059063933, 1.5231088579503727, 0.014782098484513164]","[-0.6282480394372745, -0.4431317918664132, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3568242574534793, -0.39468492761275836, 1.4779347335894955, -0.7256400834377724, -0.8047707881547586]"
compsva14,above,box,book,table,1,False,False,"[1.6837178985981087, -0.5930210140319722, 0.9840589501397987, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, -0.38349238761214527, 0.3594263481177093, 0.7532070892566141, 1.211665031212988]","[-0.6282480394372745, -0.3336080490040548, -0.4495031203312162, 0.8026561066590434, -0.7484621051199398, -0.20001154142321942, -0.3761119031465057, 1.4779347335894955, -0.6834457777324988, -0.7882001674365253]"
compsva15,above,book,balloon,table,1,False,False,"[-0.6282480394372745, 0.6621464713628337, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.3771991688826513, 0.6350719478954483, -0.15437666387847482, -0.8053027946095308]","[-0.6282480394372745, -0.4431317918664132, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3568242574534793, -0.39468492761275836, 1.4779347335894955, -0.7256400834377724, -0.8047148313159854]"
compsva15,above,book,pear,table,1,False,False,"[1.6837178985981087, -0.602573893987224, 0.001892861481618648, 1.2693591808962448, -0.7484621051199398, -0.3115826986384105, -0.40050100289203355, -0.7433671059063933, 1.5231088579503727, 0.034552583439894924]","[-0.6282480394372745, -0.4431317918664132, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.3568242574534793, -0.39468492761275836, 1.4779347335894955, -0.7256400834377724, -0.8047148313159854]"
compsva23,above,book,box,balloon,1,False,False,"[1.6837178985981087, -0.5802597573252285, -0.3919965103872463, 1.1173234864958699, -0.7484621051199398, -0.31640877810193685, -0.3993863933848072, 0.9456654702243996, 0.20287669492993288, 1.576287047070345]","[-0.6282480394372745, 0.6636801276617424, -0.4495031203312162, 1.311752681188536, -0.7484621051199398, -0.3570435486078057, 1.37720599088483, 0.6328949887290373, -0.1561765256024808, -0.8053027946095308]"
compsva23,above,book,box,table,1,False,False,"[1.6837178985981087, -0.5802597573252285, -0.3919965103872463, 1.1173234864958699, -0.7484621051199398, -0.31640877810193685, -0.3993863933848072, 0.9456654702243996, 0.20287669492993288, 1.576287047070345]","[-0.6282480394372745, -0.4426857864510439, -0.4495031203312162, -0.9059561524155018, 1.173550676083062, -0.356254668012022, -0.39468834598898545, 1.4779347335894955, -0.7257420004279561, -0.8036539827100867]"
